,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16,sdg_17,district,total
0,0.27105761830646774,0.31873766,0.5236808766774632,0.528947659,0.54346335,0.432400323,0.20683415455692572,0.3904661294515714,0.2831499823540062,0.5668096294962214,0.16536902850705304,0.2671896756837843,0.13898553458531548,0.15129288585666967,0.22679421783315568,0.4237319082771804,0.7521359436670957,Bengaluru (Urban),0.36417921039043955
1,0.090879101,0.12978947775171387,0.09932186,0.12459476456248053,0.14015350354713915,0.11551134594435199,0.12063103732661394,0.12137279150811119,0.13569034544742192,0.10217079797269554,0.10647628798117327,0.11737862386806876,0.11709145551799599,0.10445489102491162,0.10174795387403911,0.1891598194347333,0.10867784103269952,Bengaluru (Rural),0.11912364106315604
2,0.1918820700553777,0.2047326356059479,0.16810506290668153,0.17857818459768363,0.18265559842347556,0.1868695886538065,0.16503637393522377,0.26318953186246924,0.28345066186666007,0.16884094434832078,0.16869391765152017,0.18421605760809032,0.14967520399614842,0.16146117436776466,0.16914787707587198,0.19610190286226623,0.13176933169262176,Ramanagara,0.1855533010299959
3,0.29025215153467154,0.2746798625602167,0.2613760669192958,0.3090843594666438,0.3312838727846616,0.2716692907211921,0.40067049,0.3081015633467253,0.36443955669357375,0.32291385657309696,0.45126666844185126,0.2662807236539437,0.4369919169586644,0.44364034320482826,0.40700099576666166,0.3021402790319538,0.22608761205200692,Chitradurga,0.33340468292044206
4,0.26947589120091164,0.2636888587793867,0.2587126327551097,0.2991558196284236,0.32243346359316627,0.2544737714310258,0.30716421151600626,0.2204768981598644,0.28684996053320005,0.31638119256664565,0.32688209630678466,0.22504714319920402,0.3270286399506345,0.31124146925148816,0.326537766,0.27005991574788796,0.25896650597933285,Davanagere,0.2849750727687135
5,0.20202986898566147,0.2494076906963685,0.17894057421287216,0.23151086603700416,0.2411592408869892,0.20673415726545588,0.21726935610592343,0.21818216628888368,0.2775320714483781,0.21810148897046536,0.19204314104766007,0.24147833623507994,0.18359942894137363,0.18513592570486792,0.21233671049505662,0.2484662356402815,0.18363882668529352,Kolara,0.21691565209691857
6,0.20538722060505454,0.21258483122497335,0.168376244,0.2078072255089641,0.20877803916423204,0.184648103,0.19810661434077204,0.2130487500406042,0.25546298220837926,0.20054777000373306,0.19841559331000105,0.18202842024892588,0.1917848791957898,0.19155323290623985,0.2038808834693579,0.19803167404727362,0.15169797599345602,Chikkaballapura,0.19836120229242032
7,0.3456662382448114,0.26005448545866067,0.28711786400328854,0.33592156871410217,0.3091792274193991,0.31909340338097064,0.2324973616714883,0.3425807631757542,0.41453375941803505,0.34072572345448526,0.23329397345138658,0.25896334435756313,0.1859030791217161,0.21871271871687792,0.279807022,0.31119039144115135,0.2510475874737948,Shivamogga,0.289781677
8,0.3702451711774295,0.3603733648491443,0.3869354545359182,0.4325724226401942,0.41772195280688745,0.4593740655770235,0.4586901289051137,0.5055526987788648,0.6351653395114483,0.4223225363908902,0.4755425620934223,0.3669538974927443,0.4498287729830463,0.47486227771017314,0.48720543855147624,0.39207624065889174,0.3633206732901753,Tumakuru,0.43874958811487313
9,0.20586682396495784,0.20657547193088244,0.21380324719540114,0.24981260908023778,0.22201031736536975,0.23492680813164135,0.2314169994598729,0.21239503762216544,0.26002178118822444,0.24562646191630275,0.2283595223650711,0.18228395187837845,0.20143030742595072,0.21237462124488013,0.2352729186640858,0.2230286000812087,0.19826340047982446,Chikkamagaluru,0.221380522
10,0.26340055553358493,0.21071591266319725,0.2295132828631924,0.3027751901816854,0.2901014960396646,0.27003519983549223,0.20938543525305842,0.2653522689435591,0.30402478,0.2573198733187429,0.18758500281604215,0.22051216790563874,0.19426360820584498,0.18976689837520277,0.22022376876643793,0.2899496188895798,0.27594075686871106,Dakshina Kannada,0.24593328333552994
11,0.16198765529018927,0.1523827549791931,0.1269303557408184,0.16633949687938107,0.18142960783034287,0.15722731079259314,0.13970286766834594,0.13391771210729864,0.1517265769406179,0.12239668299170103,0.13215221912190808,0.11221026919927171,0.1531834377616152,0.1417579479546434,0.13932290665844094,0.15123730757671805,0.16766900520550582,Udupi,0.14656318321756379
12,0.2988872780260683,0.3119204622140879,0.31865450243144355,0.34514095045953225,0.3373531671978046,0.37352488685718505,0.3162126224416514,0.357264903,0.47680429576379313,0.3607241335584683,0.35014317123506583,0.29599424054811896,0.31088728199511173,0.32467855159995823,0.3621438966179303,0.35426653914016293,0.2955066006163523,Hassan,0.34059455786551013
13,0.11144098005106824,0.085634645,0.080327382,0.11192819768744439,0.11118810435995095,0.080468972,0.087795684,0.051737064496249485,0.047354909855465685,0.068272241,0.076917727,0.060362971138026786,0.078169207,0.069209729,0.067221206,0.083396307,0.080685963,Kodagu,0.079535958
14,0.24721385012955419,0.28435347642912934,0.24953062492355832,0.2937321092581167,0.28137375938399206,0.3147759040056768,0.272233915,0.3139548607647675,0.4124406922831557,0.30715379556356737,0.2897241581930913,0.2738106539670232,0.2767130202506183,0.2710266083538961,0.30903810034012535,0.288331473,0.22836971024353253,Mandya,0.28904568891915994
15,0.32872307920942273,0.34662030063601074,0.3570120090396198,0.3625581559921093,0.39093648505170286,0.3921762623707332,0.33113317764125066,0.33375994384444085,0.44700923297439776,0.35473467266253855,0.3651254120276719,0.3034869527108688,0.3355039119081416,0.33984170599656915,0.3705643535830128,0.35100971647715784,0.3581270018304227,Mysuru,0.35696013964447476
16,0.14784854648414764,0.15570107391495758,0.14079802470983446,0.1504392521450039,0.1761718661102539,0.14039312955758643,0.17111839190484118,0.13305955718298068,0.15197057275560155,0.16034540201580302,0.16778094682684863,0.12546800346848883,0.1632054708604929,0.16112534177111057,0.15735864063846858,0.1520888475514402,0.11221853789557919,Chamarajanagara,0.15100538857608464
17,0.6226512176589792,0.5500557560398782,0.5969209618538912,0.5771560150855615,0.558747417,0.6478170403412074,0.5090852006433745,0.6376366070626619,0.7705325158499291,0.5012682320836683,0.5242153215811545,0.5510528514944604,0.5104812335995589,0.5287604518696417,0.5429461266599723,0.5356508525538982,0.5539670065739803,Belagavi,0.5717026357389505
18,0.3295689357063252,0.2954054781129646,0.27218687918083523,0.28675893869458363,0.29506263707589003,0.30658449944090654,0.37139195733537606,0.2153792025695825,0.2950775460737583,0.2373997100637074,0.41268803711108365,0.26564473588397824,0.4439549746881072,0.40194639195674414,0.36502421259162265,0.2741955829053777,0.2762556105091535,Vijayapura,0.31438384293529387
19,0.26562284924324003,0.2617026790223387,0.2459834461835949,0.2677853800600315,0.2833681904554626,0.2772171523631249,0.24346347496036364,0.2237634723607651,0.2777441886727162,0.24364239229257081,0.2578696898216034,0.2297931087623277,0.26906074385907097,0.24728702304470984,0.25795203485877466,0.24278875489436427,0.2522893598316417,Bagalkot,0.25572552592274717
20,0.17915940004127348,0.1939628243089324,0.19525496223979286,0.20612903224244827,0.22697566096652944,0.18519394454041885,0.14767884851570426,0.14725706486270543,0.16990242428385294,0.16637900131727681,0.1577451256656705,0.16488619905610194,0.16339273759267126,0.15634714190100404,0.15724620225783587,0.20393224750837688,0.2225807608261209,Dharwad,0.17906021047804213
